Date,Transaction type,Description,Paid out,Paid in,Balance
2015-12-18,Visa purchase NOWTV.COM/BILLINGHELP,NOWTV.COM/BILLINGHELP SKY GB 0000,£6.99,,£940.39
2015-12-18,ATM Withdrawal LINK,ATM Withdrawal LINK,£40.00,,£900.39
2015-12-19,Cheque deposit,Cheque deposit,,£740.00,"£1,640.39"
2015-12-19,Visa purchase,Amazon UK Retail AMAZON.CO.UK LU 0000,£5.24,,"£1,635.15"
2015-12-21,ATM Withdrawal LINK,Withdrawal 20 December 2015,£30.00,,"£1,605.15"
2015-12-22,Visa purchase,DELIMARCHE ST ALBANS GB 0000,£5.26,,"£1,599.89"
2015-12-22,Visa purchase,Amazon UK Retail AMAZON.CO.UK LU 0000,£16.59,,"£1,583.30"
2015-12-22,Visa purchase,ARGOS LTD HEMEL HEMPSTE GB 0000,£25.05,,"£1,558.25"
2015-12-22,Visa purchase,ASDA STORES LTD HEMEL HEMPSTE GB 0000,£26.34,,"£1,531.91"
2015-12-23,Bank credit NHS PROF 75219,Bank credit NHS PROF 75219,,£331.64,"£1,863.55"
2015-12-23,Visa purchase NETFLIX.COM,NETFLIX.COM 0800 096 6380 NL 0000,£5.99,,"£1,857.56"
2015-12-23,Visa purchase,Amazon UK Marketplace 800-279-6620 LU 0000,£11.49,,"£1,846.07"
2015-12-23,Visa purchase,Amazon UK Retail AMAZON.CO.UK LU 0000,£17.97,,"£1,828.10"
2015-12-23,ATM Withdrawal NATIONWIDE,ATM Withdrawal NATIONWIDE,£100.00,,"£1,728.10"
2015-12-24,Visa purchase,DELIMARCHE ST ALBANS GB 0000,£5.95,,"£1,722.15"
2015-12-24,Visa purchase,Amazon UK Marketplace 800-279-6620 LU 0000,£9.99,,"£1,712.16"
2015-12-24,ATM Withdrawal LINK,ATM Withdrawal LINK,£50.00,,"£1,662.16"
2015-12-28,Visa purchase,Northerner.com MOLNDAL SE 63.140000 EUR at 1.35668 0000,£46.54,,"£1,615.62"
2015-12-28,Non-Sterling transaction fee,Non-Sterling transaction fee,£0.93,,"£1,614.69"
2015-12-28,Visa purchase,Amazon UK Retail AMAZON.CO.UK LU 0000,£379.00,,"£1,235.69"
2015-12-29,Direct debit SPECSAVERS FINANCE,SPECSAVERS FINANCE,£13.00,,"£1,222.69"
2015-12-29,Visa purchase,Amazon UK Retail AMAZON.CO.UK LU 0000,£18.49,,"£1,204.20"
2015-12-30,Visa purchase,MCDONALDS ST ALBANS GB 0000,£5.39,,"£1,198.81"
2015-12-30,Visa purchase,TESCO STORES 2663 HEMEL HEMPSTE GB 0000,£15.05,,"£1,183.76"
2015-12-31,Bank credit NHS PROF 75219,Bank credit NHS PROF 75219,,£261.72,"£1,445.48"
2015-12-31,Visa purchase,MCDONALDS ST ALBANS GB 0000,£11.55,,"£1,433.93"
2016-01-04,Direct debit VIRGIN MONEY,VIRGIN MONEY,£50.00,,"£1,383.93"
2016-01-04,ATM Withdrawal SANTANDER,ATM Withdrawal SANTANDER,£90.00,,"£1,293.93"
2016-01-04,Visa purchase,ARGOS LTD HEMEL HEMPSTE GB 0000,£4.99,,"£1,288.94"
2016-01-04,Visa purchase,ASDA STORES LTD HEMEL HEMPSTE GB 0000,£16.53,,"£1,272.41"
2016-01-04,Visa purchase,Amazon Digital Video amazon.co.uk/ LU 0000,£5.99,,"£1,266.42"
2016-01-04,Visa purchase,MCDONALDS HEMEL HEMPSTE GB 0000,£8.36,,"£1,258.06"
2016-01-05,Visa purchase,Amazon UK Retail AMAZON.CO.UK LU 0000,£4.99,,"£1,253.07"
2016-01-05,Visa purchase,ASDA STORES LTD HEMEL HEMPSTE GB 0000,£23.03,,"£1,230.04"
2016-01-06,Visa purchase,Amazon UK Retail AMAZON.CO.UK LU 0000,£6.99,,"£1,223.05"
2016-01-07,Visa purchase,Amazon UK Marketplace 800-279-6620 LU 0000,£9.95,,"£1,213.10"
2016-01-07,Visa purchase,Amazon UK Marketplace 800-279-6620 LU 0000,£11.48,,"£1,201.62"
2016-01-08,Bank credit NHS PROF 75219,Bank credit NHS PROF 75219,,£136.63,"£1,338.25"
2016-01-08,Visa purchase,ASDA STORES LTD HEMEL HEMPSTE GB 0000,£11.74,,"£1,326.51"
2016-01-09,Visa purchase MICROSOFT *XBOXLIVE,MICROSOFT *XBOXLIVE 0800 587 1102 IE 0000,£14.99,,"£1,311.52"
2016-01-09,Visa purchase,Amazon UK Marketplace 800-279-6620 LU 0000,£16.95,,"£1,294.57"
2016-01-11,Visa purchase,ASDA STORES LTD HEMEL HEMPSTE GB 0000,£17.19,,"£1,277.38"
2016-01-11,Visa purchase,EMPIRECINEMAS.CO.U 0844 8846740 GB 0000,£47.10,,"£1,230.28"
2016-01-11,Visa purchase SPOTIFY SPOTIFY PREMIU,SPOTIFY SPOTIFY PREMIU LONDON GB 0000,£9.99,,"£1,220.29"
2016-01-12,Visa Credit,EMPIRE CINEMAS HEMEL HEMPSTE GB,,£16.00,"£1,236.29"
2016-01-14,Direct debit VIRGIN MEDIA PYMTS,VIRGIN MEDIA PYMTS,£38.99,,"£1,197.30"
2016-01-14,Contactless Payment,DELIMARCHE ST ALBANS GB 0000,£2.80,,"£1,194.50"
2016-01-14,Visa purchase,ASDA STORES LTD HEMEL HEMPSTE GB 0000,£15.33,,"£1,179.17"
2016-01-15,Bank credit NHS PROF 75219,Bank credit NHS PROF 75219,,£221.13,"£1,400.30"
2016-01-15,Visa purchase,ASDA STORES LTD HEMEL HEMPSTE GB 0000,£1.99,,"£1,398.31"
2016-01-15,Contactless Payment,DELIMARCHE ST ALBANS GB 0000,£2.80,,"£1,395.51"
2016-01-16,Contactless Payment,DELIMARCHE ST ALBANS GB 0000,£3.85,,"£1,391.66"
2016-01-16,Contactless Payment,ALDI 775 88 HEMEL HEMPSTE GB 0000,£10.08,,"£1,381.58"
2016-01-18,Payment to,PAUL ROSE,£8.00,,"£1,373.58"
2016-01-18,Payment to,PAUL ROSE,£8.00,,"£1,365.58"
2016-01-18,Direct debit EE & T-MOBILE,EE & T-MOBILE,£28.38,,"£1,337.20"
2016-01-18,Visa purchase,EMPIRE CINEMAS HEMEL HEMPSTE GB 0000,£4.35,,"£1,332.85"
2016-01-18,Visa purchase,NANDOS HEMEL HEMPSTEAD HEMEL HEMPSTE GB 0000,£7.52,,"£1,325.33"
2016-01-18,Visa purchase,EMPIRE CINEMAS HEMEL HEMPSTE GB 0000,£6.80,,"£1,318.53"
2016-01-20,Contactless Payment,Centre Car Park Hemel Hempste GB 0000,£1.50,,"£1,317.03"
2016-01-20,Contactless Payment,DELIMARCHE ST ALBANS GB 0000,£2.80,,"£1,314.23"
2016-01-20,Visa purchase,T K MAXX HEMEL HEMSTEA GB 0000,£30.04,,"£1,284.19"
2016-01-21,Contactless Payment,DELIMARCHE ST ALBANS GB 0000,£3.65,,"£1,280.54"
2016-01-21,Visa purchase,ASDA STORES LTD HEMEL HEMPSTE GB 0000,£10.03,,"£1,270.51"
2016-01-22,Bank credit NHS PROF 75219,Bank credit NHS PROF 75219,,£300.13,"£1,570.64"
2016-01-22,Contactless Payment,DELIMARCHE ST ALBANS GB 0000,£2.80,,"£1,567.84"
2016-01-23,Contactless Payment,DELIMARCHE ST ALBANS GB 0000,£2.10,,"£1,565.74"
2016-01-23,Visa purchase NETFLIX.COM,NETFLIX.COM 0800 096 6380 NL 0000,£5.99,,"£1,559.75"
2016-01-23,Visa purchase,SHELL DACORUM HEMEL HEMPSTE GB 0000,£10.01,,"£1,549.74"
2016-01-25,Visa purchase,SAINSBURY'S S/MKT APSLEY MILLS GB 0000,£52.21,,"£1,497.53"
2016-01-28,Contactless Payment,DELIMARCHE ST ALBANS GB 0000,£2.80,,"£1,494.73"
2016-01-28,Visa purchase,ASDA STORES LTD HEMEL HEMPSTE GB 0000,£8.46,,"£1,486.27"
2016-01-29,Bank credit NHS PROF 75219,Bank credit NHS PROF 75219,,£263.28,"£1,749.55"
2016-01-29,Direct debit SPECSAVERS FINANCE,SPECSAVERS FINANCE,£13.00,,"£1,736.55"
2016-01-29,Contactless Payment,DELIMARCHE ST ALBANS GB 0000,£2.80,,"£1,733.75"
2016-01-29,Visa purchase,ASDA STORES LTD HEMEL HEMPSTE GB 0000,£10.81,,"£1,722.94"
2016-02-01,Direct debit VIRGIN MONEY,VIRGIN MONEY,£50.00,,"£1,672.94"
2016-02-02,Contactless Payment,DELIMARCHE ST ALBANS GB 0000,£2.80,,"£1,670.14"
2016-02-02,Visa purchase,ASDA STORES LTD HEMEL HEMPSTE GB 0000,£7.66,,"£1,662.48"
2016-02-03,ATM Withdrawal RBS,ATM Withdrawal RBS,£70.00,,"£1,592.48"
2016-02-03,Contactless Payment,DELIMARCHE ST ALBANS GB 0000,£1.50,,"£1,590.98"
2016-02-03,Contactless Payment,DELIMARCHE ST ALBANS GB 0000,£2.80,,"£1,588.18"
2016-02-04,Contactless Payment,DELIMARCHE ST ALBANS GB 0000,£2.80,,"£1,585.38"
2016-02-04,Visa purchase,Amazon UK Marketplace 800-279-6620 LU 0000,£4.24,,"£1,581.14"
2016-02-04,Visa purchase,Amazon UK Retail AMAZON.CO.UK LU 0000,£9.99,,"£1,571.15"
2016-02-04,Visa purchase,Amazon UK Retail AMAZON.CO.UK LU 0000,£14.99,,"£1,556.16"
2016-02-05,Bank credit NHS PROF 75219,Bank credit NHS PROF 75219,,£257.98,"£1,814.14"
2016-02-05,Contactless Payment,DELIMARCHE ST ALBANS GB 0000,£2.80,,"£1,811.34"
2016-02-05,Visa purchase,ASDA STORES LTD HEMEL HEMPSTE GB 0000,£12.65,,"£1,798.69"
2016-02-06,Contactless Payment,DELIMARCHE ST ALBANS GB 0000,£3.20,,"£1,795.49"
2016-02-06,Visa purchase,Amazon UK Marketplace 800-279-6620 LU 0000,£9.95,,"£1,785.54"
2016-02-06,Visa purchase,Amazon UK Retail AMAZON.CO.UK LU 0000,£28.43,,"£1,757.11"
2016-02-09,Contactless Payment,DELIMARCHE ST ALBANS GB 0000,£2.80,,"£1,754.31"
2016-02-09,Visa purchase,MARKS & SPENCER HEMEL HEMP GB 0000,£9.50,,"£1,744.81"
2016-02-09,Visa purchase,TESCO STORES 6446 HEMEL HEMPSTE GB 0000,£10.25,,"£1,734.56"
2016-02-10,Contactless Payment,DELIMARCHE ST ALBANS GB 0000,£2.70,,"£1,731.86"
2016-02-11,Contactless Payment,DELIMARCHE ST ALBANS GB 0000,£2.80,,"£1,729.06"
2016-02-12,Bank credit NHS PROF 75219,Bank credit NHS PROF 75219,,£300.17,"£2,029.23"
2016-02-12,Contactless Payment,DELIMARCHE ST ALBANS GB 0000,£2.49,,"£2,026.74"
2016-02-12,Contactless Payment,DELIMARCHE ST ALBANS GB 0000,£2.80,,"£2,023.94"
2016-02-12,Visa purchase,ASDA STORES LTD HEMEL HEMPSTE GB 0000,£12.14,,"£2,011.80"
2016-02-13,Contactless Payment,DELIMARCHE ST ALBANS GB 0000,£2.80,,"£2,009.00"
2016-02-15,Direct debit VIRGIN MEDIA PYMTS,VIRGIN MEDIA PYMTS,£38.99,,"£1,970.01"
2016-02-15,Visa purchase,Amazon UK Marketplace 800-279-6620 LU 0000,£5.20,,"£1,964.81"
2016-02-15,Visa purchase,Amazon UK Retail AMAZON.CO.UK LU 0000,£5.99,,"£1,958.82"
2016-02-15,Visa purchase,Amazon UK Marketplace 800-279-6620 LU 0000,£10.54,,"£1,948.28"
2016-02-15,Visa purchase,Amazon UK Marketplace 800-279-6620 LU 0000,£2.74,,"£1,945.54"
2016-02-15,Visa purchase,EMPIRE CINEMAS HEMEL HEMPSTE GB 0000,£7.30,,"£1,938.24"
2016-02-16,Contactless Payment,DELIMARCHE ST ALBANS GB 0000,£2.80,,"£1,935.44"
2016-02-16,Visa purchase,ALDI 775 88 HEMEL HEMPSTE GB 0000,£5.23,,"£1,930.21"
2016-02-16,Visa purchase,Amazon UK Retail AMAZON.CO.UK LU 0000,£117.51,,"£1,812.70"
2016-02-17,Direct debit EE & T-MOBILE,EE & T-MOBILE,£29.03,,"£1,783.67"
2016-02-17,Contactless Payment,DELIMARCHE ST ALBANS GB 0000,£2.80,,"£1,780.87"
2016-02-17,Visa purchase,618561587 1 1 618561587 1 1 CH 0000,£115.71,,"£1,665.16"
2016-02-18,Visa purchase,DACORUM INTERNET HEMEL HEMPSTE GB 0000,£367.19,,"£1,297.97"
2016-02-18,Contactless Payment,DELIMARCHE ST ALBANS GB 0000,£2.80,,"£1,295.17"
2016-02-19,Bank credit NHS PROF 75219,Bank credit NHS PROF 75219,,£217.96,"£1,513.13"
2016-02-19,Contactless Payment,DELIMARCHE ST ALBANS GB 0000,£2.80,,"£1,510.33"
2016-02-19,Contactless Payment,MARKS & SPENCER HEMEL HEMP GB 0000,£11.35,,"£1,498.98"
2016-02-19,Visa purchase,MARKS & SPENCER HEMEL HEMP GB 0000,£29.55,,"£1,469.43"
2016-02-20,ATM Withdrawal LINK,ATM Withdrawal LINK,£30.00,,"£1,439.43"
2016-02-20,Contactless Payment,DELIMARCHE ST ALBANS GB 0000,£2.80,,"£1,436.63"
2016-02-20,Visa purchase,GOOGLE *Glitch Games GOOGLE.COM/CH GB 0000,£3.15,,"£1,433.48"
2016-02-20,Contactless Payment,ALDI 775 88 HEMEL HEMPSTE GB 0000,£28.53,,"£1,404.95"
2016-02-22,Visa Credit,MARKS & SPENCER HEMEL HEMP GB,,£29.50,"£1,434.45"
2016-02-22,Visa purchase,M&S E COMMERCE ..... GB 0000,£15.60,,"£1,418.85"
2016-02-22,Contactless Payment,WAITROSE 223 BERKHAMSTED GB 0000,£22.04,,"£1,396.81"
2016-02-22,Visa purchase,M&S E COMMERCE ..... GB 0000,£22.50,,"£1,374.31"
2016-02-22,Visa purchase,GOOGLE *SnoreLab GOOGLE.COM/CH GB 0000,£3.00,,"£1,371.31"
2016-02-22,Visa purchase,GOOGLE *Glitch Games GOOGLE.COM/CH GB 0000,£4.79,,"£1,366.52"
2016-02-22,Visa purchase,ASDA STORES LTD HEMEL HEMPSTE GB 0000,£9.62,,"£1,356.90"
2016-02-23,Visa purchase NETFLIX.COM,NETFLIX.COM 0800 096 6380 NL 0000,£5.99,,"£1,350.91"
2016-02-23,Visa purchase,Amazon UK Retail AMAZON.CO.UK LU 0000,£16.98,,"£1,333.93"
2016-02-26,Bank credit NHS PROF 75219,Bank credit NHS PROF 75219,,£287.65,"£1,621.58"
2016-02-26,Visa purchase,BESTSNUS.COM STOCKHOLM SE 36.900000 EUR at 1.26111 0000,£29.26,,"£1,592.32"
2016-02-26,Non-Sterling transaction fee,Non-Sterling transaction fee,£0.59,,"£1,591.73"
2016-02-26,Visa purchase,ASDA STORES LTD HEMEL HEMPSTE GB 0000,£8.71,,"£1,583.02"
2016-02-27,Contactless Payment,DELIMARCHE ST ALBANS GB 0000,£3.85,,"£1,579.17"
2016-02-29,Direct debit SPECSAVERS FINANCE,SPECSAVERS FINANCE,£13.00,,"£1,566.17"
2016-02-29,Visa Credit,Amazon UK Retail AMAZON.CO.UK LU,,£169.95,"£1,736.12"
2016-02-29,Contactless Payment,TESCO STORES 3343 WARNERS END GB 0000,£13.20,,"£1,722.92"
2016-02-29,Visa purchase,Amazon UK Retail AMAZON.CO.UK LU 0000,£169.95,,"£1,552.97"
2016-02-29,Visa purchase,Amazon UK Marketplace 800-279-6620 LU 0000,£185.00,,"£1,367.97"
2016-03-01,Direct debit VIRGIN MONEY,VIRGIN MONEY,£50.00,,"£1,317.97"
2016-03-01,Visa purchase,DELIMARCHE ST ALBANS GB 0000,£2.80,,"£1,315.17"
2016-03-01,Visa purchase,Amazon UK Marketplace 800-279-6620 LU 0000,£5.29,,"£1,309.88"
2016-03-01,Visa purchase,ASDA STORES LTD HEMEL HEMPSTE GB 0000,£7.52,,"£1,302.36"
2016-03-01,Visa purchase,Amazon UK Retail AMAZON.CO.UK LU 0000,£18.95,,"£1,283.41"
2016-03-02,ATM Withdrawal RBS,ATM Withdrawal RBS,£5.00,,"£1,278.41"
2016-03-02,Contactless Payment,DELIMARCHE ST ALBANS GB 0000,£2.80,,"£1,275.61"
2016-03-02,Visa purchase,CLINTONS 194 HEMEL HEMPSTE GB 0000,£3.05,,"£1,272.56"
2016-03-02,Contactless Payment,CEX HEMEL HEMPSTEAD HEMEL HEMPSTE GB 0000,£25.00,,"£1,247.56"
2016-03-03,Contactless Payment,DELIMARCHE ST ALBANS GB 0000,£2.80,,"£1,244.76"
2016-03-03,Visa purchase,ASDA STORES LTD HEMEL HEMPSTE GB 0000,£16.83,,"£1,227.93"
2016-03-04,Bank credit NHS PROF 75219,Bank credit NHS PROF 75219,,£229.59,"£1,457.52"
2016-03-04,ATM Withdrawal RBS,ATM Withdrawal RBS,£10.00,,"£1,447.52"
2016-03-04,Contactless Payment,DELIMARCHE ST ALBANS GB 0000,£2.80,,"£1,444.72"
2016-03-05,Visa purchase,NEW AKASH BERKHAMSTED GB 0000,£30.00,,"£1,414.72"
2016-03-07,Visa purchase,FRANKIE & BENNYS WATFORD GB 0000,£40.00,,"£1,374.72"
2016-03-07,Visa purchase,Amazon UK Retail AMAZON.CO.UK LU 0000,£19.95,,"£1,354.77"
2016-03-08,Visa purchase,Amazon UK Retail AMAZON.CO.UK LU 0000,£4.89,,"£1,349.88"
2016-03-08,Visa purchase,Amazon UK Marketplace 800-279-6620 LU 0000,£6.74,,"£1,343.14"
2016-03-08,Visa purchase,Amazon UK Retail AMAZON.CO.UK LU 0000,£9.99,,"£1,333.15"
2016-03-08,Visa purchase,ASDA STORES LTD HEMEL HEMPSTE GB 0000,£12.51,,"£1,320.64"
2016-03-08,Visa purchase,Amazon Digital Video amazon.co.uk/ LU 0000,£19.99,,"£1,300.65"
2016-03-08,Visa purchase,Amazon UK Marketplace 800-279-6620 LU 0000,£24.99,,"£1,275.66"
2016-03-09,Contactless Payment,DELIMARCHE ST ALBANS GB 0000,£2.80,,"£1,272.86"
2016-03-09,Payment to,LAURA STIVEY,£5.00,,"£1,267.86"
2016-03-10,Contactless Payment,DELIMARCHE ST ALBANS GB 0000,£2.80,,"£1,265.06"
2016-03-10,Visa purchase,Amazon UK Marketplace 800-279-6620 LU 0000,£5.89,,"£1,259.17"
2016-03-10,Visa purchase,Amazon UK Marketplace 800-279-6620 LU 0000,£9.99,,"£1,249.18"
2016-03-10,Visa purchase,POST OFFICE COUNTER HEMEL HEMPSTE GB 0000,£41.76,,"£1,207.42"
2016-03-11,Bank credit NHS PROF 75219,Bank credit NHS PROF 75219,,£335.88,"£1,543.30"
2016-03-11,Contactless Payment,DELIMARCHE ST ALBANS GB 0000,£2.80,,"£1,540.50"
2016-03-11,Visa purchase,Amazon UK Retail AMAZON.CO.UK LU 0000,£5.08,,"£1,535.42"
2016-03-12,Visa purchase,SHELL REDBOURN 006 ST ALBANS GB 0000,£34.21,,"£1,501.21"
2016-03-14,ATM Withdrawal LINK,Withdrawal 13 March 2016,£10.00,,"£1,491.21"
2016-03-14,Direct debit VIRGIN MEDIA PYMTS,VIRGIN MEDIA PYMTS,£41.98,,"£1,449.23"
2016-03-14,Contactless Payment,RED SQUIRREL BREWING C BERKHAMSTED H GB 0000,£2.80,,"£1,446.43"
2016-03-14,Contactless Payment,KINGS ARMS HOTEL BERKHAMSTED GB 0000,£13.60,,"£1,432.83"
2016-03-14,Visa purchase,ARRIVA PASSENGER INTERNET GB 0000,£6.10,,"£1,426.73"
2016-03-15,Visa purchase,ASDA STORES LTD HEMEL HEMPSTE GB 0000,£11.99,,"£1,414.74"
2016-03-16,ATM Withdrawal RBS,ATM Withdrawal RBS,£10.00,,"£1,404.74"
2016-03-16,Contactless Payment,CEX HEMEL HEMPSTEAD HEMEL HEMPSTE GB 0000,£15.00,,"£1,389.74"
2016-03-17,Direct debit EE & T-MOBILE,EE & T-MOBILE,£47.31,,"£1,342.43"
2016-03-17,Visa purchase,ARRIVA PASSENGER INTERNET GB 0000,£5.49,,"£1,336.94"
2016-03-17,Visa purchase,ASDA STORES LTD HEMEL HEMPSTE GB 0000,£10.61,,"£1,326.33"
2016-03-18,Bank credit NHS PROF 75219,Bank credit NHS PROF 75219,,£40.80,"£1,367.13"
2016-03-18,Contactless Payment,DELIMARCHE ST ALBANS GB 0000,£2.80,,"£1,364.33"
2016-03-19,Contactless Payment,DELIMARCHE ST ALBANS GB 0000,£2.90,,"£1,361.43"
2016-03-19,Contactless Payment,ALDI 775 88 HEMEL HEMPSTE GB 0000,£22.67,,"£1,338.76"
2016-03-22,Contactless Payment,DELIMARCHE ST ALBANS GB 0000,£2.80,,"£1,335.96"
2016-03-22,Visa purchase,ASDA STORES LTD HEMEL HEMPSTE GB 0000,£7.79,,"£1,328.17"
2016-03-23,Contactless Payment,DELIMARCHE ST ALBANS GB 0000,£2.80,,"£1,325.37"
2016-03-23,Visa purchase NETFLIX.COM,NETFLIX.COM 0800 096 6380 NL 0000,£5.99,,"£1,319.38"
2016-03-24,Bank credit NHS PROF 75219,Bank credit NHS PROF 75219,,£441.57,"£1,760.95"
2016-03-24,Contactless Payment,DELIMARCHE ST ALBANS GB 0000,£2.80,,"£1,758.15"
2016-03-25,Contactless Payment,DELIMARCHE ST ALBANS GB 0000,£2.80,,"£1,755.35"
2016-03-25,Visa purchase,ARRIVA PASSENGER INTERNET GB 0000,£6.10,,"£1,749.25"
2016-03-25,Visa purchase,ASDA STORES LTD HEMEL HEMPSTE GB 0000,£11.00,,"£1,738.25"
2016-03-25,ATM Withdrawal LINK,ATM Withdrawal LINK,£30.00,,"£1,708.25"
2016-03-28,Visa purchase,BROWNS MILTON KEYNES GB 0000,£26.00,,"£1,682.25"
2016-03-29,Direct debit SPECSAVERS FINANCE,SPECSAVERS FINANCE,£13.00,,"£1,669.25"
2016-03-29,ATM Withdrawal LINK,ATM Withdrawal LINK,£100.00,,"£1,569.25"
2016-03-30,Visa purchase,PRIMARK HEMEL HEMPSTE GB 0000,£14.60,,"£1,554.65"
2016-03-31,Contactless Payment,ALDI 775 88 HEMEL HEMPSTE GB 0000,£5.28,,"£1,549.37"
2016-04-01,Bank credit NHS PROF 75219,Bank credit NHS PROF 75219,,£222.07,"£1,771.44"
2016-04-01,Direct debit VIRGIN MONEY,VIRGIN MONEY,£50.00,,"£1,721.44"
2016-04-01,Contactless Payment,DELIMARCHE ST ALBANS GB 0000,£2.89,,"£1,718.55"
2016-04-02,Contactless Payment,DELIMARCHE ST ALBANS GB 0000,£2.80,,"£1,715.75"
2016-04-02,Visa purchase,Amazon UK Marketplace 800-279-6620 LU 0000,£5.48,,"£1,710.27"
2016-04-02,ATM Withdrawal LINK,ATM Withdrawal LINK,£70.00,,"£1,640.27"
2016-04-04,Visa purchase,ASDA STORES LTD HEMEL HEMPSTE GB 0000,£5.53,,"£1,634.74"
2016-04-04,Visa purchase,ARRIVA PASSENGER INTERNET GB 0000,£5.49,,"£1,629.25"
2016-04-04,Visa purchase,TESCO STORES 2663 HEMEL HEMPSTE GB 0000,£10.60,,"£1,618.65"
2016-04-07,Visa purchase,Amazon UK Marketplace 800-279-6620 LU 0000,£6.23,,"£1,612.42"
2016-04-07,Visa purchase,ASDA STORES LTD HEMEL HEMPSTE GB 0000,£11.35,,"£1,601.07"
2016-04-08,Contactless Payment,DELIMARCHE ST ALBANS GB 0000,£3.75,,"£1,597.32"
2016-04-08,Visa purchase,ARRIVA PASSENGER INTERNET GB 0000,£5.49,,"£1,591.83"
2016-04-11,Contactless Payment,PP*BERKOCRICKETCLUB DUNSTABLE GB 0000,£18.70,,"£1,573.13"
2016-04-12,Visa purchase,ARRIVA PASSENGER INTERNET GB 0000,£5.49,,"£1,567.64"
2016-04-12,Contactless Payment,DELIMARCHE ST ALBANS GB 0000,£6.24,,"£1,561.40"
2016-04-12,Visa purchase,ASDA STORES LTD HEMEL HEMPSTE GB 0000,£15.34,,"£1,546.06"
2016-04-12,Visa purchase,Amazon UK Marketplace 800-279-6620 LU 0000,£19.99,,"£1,526.07"
2016-04-12,Visa purchase,Amazon UK Retail AMAZON.CO.UK LU 0000,£51.99,,"£1,474.08"
2016-04-13,Contactless Payment,DELIMARCHE ST ALBANS GB 0000,£4.34,,"£1,469.74"
2016-04-13,Visa purchase,Amazon UK Retail AMAZON.CO.UK LU 0000,£9.95,,"£1,459.79"
2016-04-13,Visa purchase,Amazon UK Retail AMAZON.CO.UK LU 0000,£14.81,,"£1,444.98"
2016-04-14,Direct debit VIRGIN MEDIA PYMTS,VIRGIN MEDIA PYMTS,£41.98,,"£1,403.00"
2016-04-14,Contactless Payment,ICELAND HEMEL HEMPSTE GB 0000,£4.00,,"£1,399.00"
2016-04-14,Visa purchase,Amazon UK Marketplace 800-279-6620 LU 0000,£10.00,,"£1,389.00"
2016-04-14,Visa purchase,Amazon UK Marketplace 800-279-6620 LU 0000,£16.99,,"£1,372.01"
2016-04-14,Visa purchase,Amazon UK Retail AMAZON.CO.UK LU 0000,£20.00,,"£1,352.01"
2016-04-14,Visa purchase,TESCO STORE 2825 LEIGHTON BUZZ GB 0000,£41.91,,"£1,310.10"
2016-04-15,Contactless Payment,DELIMARCHE ST ALBANS GB 0000,£3.39,,"£1,306.71"
2016-04-15,Visa purchase,ARRIVA PASSENGER INTERNET GB 0000,£5.49,,"£1,301.22"
2016-04-15,Visa purchase,ASDA STORES LTD HEMEL HEMPSTE GB 0000,£10.40,,"£1,290.82"
2016-04-15,Visa purchase,Amazon UK Marketplace 800-279-6620 LU 0000,£13.95,,"£1,276.87"
2016-04-16,Contactless Payment,DELIMARCHE ST ALBANS GB 0000,£0.79,,"£1,276.08"
2016-04-18,Direct debit EE & T-MOBILE,EE & T-MOBILE,£38.59,,"£1,237.49"
2016-04-18,Visa purchase,ASDA STORES LTD HEMEL HEMPSTE GB 0000,£6.89,,"£1,230.60"
2016-04-18,Visa purchase,PRIMARK HEMEL HEMPSTE GB 0000,£24.00,,"£1,206.60"
2016-04-19,Contactless Payment,DELIMARCHE ST ALBANS GB 0000,£2.89,,"£1,203.71"
2016-04-19,Visa purchase,ARRIVA PASSENGER INTERNET GB 0000,£5.49,,"£1,198.22"
2016-04-19,Visa purchase,ASDA STORES LTD HEMEL HEMPSTE GB 0000,£10.79,,"£1,187.43"
2016-04-20,Contactless Payment,DELIMARCHE ST ALBANS GB 0000,£1.70,,"£1,185.73"
2016-04-20,Contactless Payment,DELIMARCHE ST ALBANS GB 0000,£2.89,,"£1,182.84"
2016-04-22,Bank credit NHS PROF 75219,Bank credit NHS PROF 75219,,£710.34,"£1,893.18"
2016-04-22,Contactless Payment,DELIMARCHE ST ALBANS GB 0000,£3.75,,"£1,889.43"
2016-04-22,Visa purchase,ARRIVA PASSENGER INTERNET GB 0000,£5.49,,"£1,883.94"
2016-04-22,Visa purchase,ASDA STORES LTD HEMEL HEMPSTE GB 0000,£7.06,,"£1,876.88"
2016-04-22,Contactless Payment,DELIMARCHE ST ALBANS GB 0000,£2.89,,"£1,873.99"
2016-04-22,Visa purchase,ARRIVA PASSENGER INTERNET GB 0000,£5.49,,"£1,868.50"
2016-04-22,Visa purchase,ASDA STORES LTD HEMEL HEMPSTE GB 0000,£9.69,,"£1,858.81"
2016-04-23,Contactless Payment,DELIMARCHE ST ALBANS GB 0000,£3.75,,"£1,855.06"
2016-04-23,Visa purchase NETFLIX.COM,NETFLIX.COM 0800 096 6380 NL 0000,£5.99,,"£1,849.07"
2016-04-26,Contactless Payment,DELIMARCHE ST ALBANS GB 0000,£2.89,,"£1,846.18"
2016-04-26,Visa purchase,ARRIVA PASSENGER INTERNET GB 0000,£5.49,,"£1,840.69"
2016-04-26,Visa purchase,ASDA STORES LTD HEMEL HEMPSTE GB 0000,£19.96,,"£1,820.73"
