Date,Transaction type,Description,Paid out,Paid in,Balance
2015-12-29,Visa purchase,Amazon UK Retail AMAZON.CO.UK LU 0000,18.49,,1204.20
2015-12-30,Visa purchase,MCDONALDS ST ALBANS GB 0000,5.39,,1198.81
2015-12-30,Visa purchase,TESCO STORES 2663 HEMEL HEMPSTE GB 0000,15.05,,1183.76
2015-12-31,Bank credit NHS PROF 75219,Bank credit NHS PROF 75219,,261.72,1445.48
2015-12-31,Visa purchase,MCDONALDS ST ALBANS GB 0000,11.55,,1433.93
2016-01-04,Direct debit VIRGIN MONEY,VIRGIN MONEY,50.00,,1383.93
2016-01-04,ATM Withdrawal SANTANDER,ATM Withdrawal SANTANDER,90.00,,1293.93
2016-01-04,Visa purchase,ARGOS LTD HEMEL HEMPSTE GB 0000,4.99,,1288.94
2016-01-04,Visa purchase,ASDA STORES LTD HEMEL HEMPSTE GB 0000,16.53,,1272.41
2016-01-04,Visa purchase,Amazon Digital Video amazon.co.uk/ LU 0000,5.99,,1266.42
2016-01-04,Visa purchase,MCDONALDS HEMEL HEMPSTE GB 0000,8.36,,1258.06
2016-01-05,Visa purchase,Amazon UK Retail AMAZON.CO.UK LU 0000,4.99,,1253.07
2016-01-05,Visa purchase,ASDA STORES LTD HEMEL HEMPSTE GB 0000,23.03,,1230.04
2016-01-06,Visa purchase,Amazon UK Retail AMAZON.CO.UK LU 0000,6.99,,1223.05
2016-01-07,Visa purchase,Amazon UK Marketplace 800-279-6620 LU 0000,9.95,,1213.10
2016-01-07,Visa purchase,Amazon UK Marketplace 800-279-6620 LU 0000,11.48,,1201.62
2016-01-08,Bank credit NHS PROF 75219,Bank credit NHS PROF 75219,,136.63,1338.25
2016-01-08,Visa purchase,ASDA STORES LTD HEMEL HEMPSTE GB 0000,11.74,,1326.51
2016-01-09,Visa purchase MICROSOFT *XBOXLIVE,MICROSOFT *XBOXLIVE 0800 587 1102 IE 0000,14.99,,1311.52
2016-01-09,Visa purchase,Amazon UK Marketplace 800-279-6620 LU 0000,16.95,,1294.57
2016-01-11,Visa purchase,ASDA STORES LTD HEMEL HEMPSTE GB 0000,17.19,,1277.38
2016-01-11,Visa purchase,EMPIRECINEMAS.CO.U 0844 8846740 GB 0000,47.10,,1230.28
2016-01-11,Visa purchase SPOTIFY SPOTIFY PREMIU,SPOTIFY SPOTIFY PREMIU LONDON GB 0000,9.99,,1220.29
2016-01-12,Visa Credit,EMPIRE CINEMAS HEMEL HEMPSTE GB,,16.00,1236.29
2016-01-14,Direct debit VIRGIN MEDIA PYMTS,VIRGIN MEDIA PYMTS,38.99,,1197.30
2016-01-14,Contactless Payment,DELIMARCHE ST ALBANS GB 0000,2.80,,1194.50
2016-01-14,Visa purchase,ASDA STORES LTD HEMEL HEMPSTE GB 0000,15.33,,1179.17
2016-01-15,Bank credit NHS PROF 75219,Bank credit NHS PROF 75219,,221.13,1400.30
2016-01-15,Visa purchase,ASDA STORES LTD HEMEL HEMPSTE GB 0000,1.99,,1398.31
2016-01-15,Contactless Payment,DELIMARCHE ST ALBANS GB 0000,2.80,,1395.51
2016-01-16,Contactless Payment,DELIMARCHE ST ALBANS GB 0000,3.85,,1391.66
2016-01-16,Contactless Payment,ALDI 775 88 HEMEL HEMPSTE GB 0000,10.08,,1381.58
2016-01-18,Payment to,PAUL ROSE,8.00,,1373.58
2016-01-18,Payment to,PAUL ROSE,8.00,,1365.58
2016-01-18,Direct debit EE & T-MOBILE,EE & T-MOBILE,28.38,,1337.20
2016-01-18,Visa purchase,EMPIRE CINEMAS HEMEL HEMPSTE GB 0000,4.35,,1332.85
2016-01-18,Visa purchase,NANDOS HEMEL HEMPSTEAD HEMEL HEMPSTE GB 0000,7.52,,1325.33
2016-01-18,Visa purchase,EMPIRE CINEMAS HEMEL HEMPSTE GB 0000,6.80,,1318.53
2016-01-20,Contactless Payment,Centre Car Park Hemel Hempste GB 0000,1.50,,1317.03
2016-01-20,Contactless Payment,DELIMARCHE ST ALBANS GB 0000,2.80,,1314.23
2016-01-20,Visa purchase,T K MAXX HEMEL HEMSTEA GB 0000,30.04,,1284.19
2016-01-21,Contactless Payment,DELIMARCHE ST ALBANS GB 0000,3.65,,1280.54
2016-01-21,Visa purchase,ASDA STORES LTD HEMEL HEMPSTE GB 0000,10.03,,1270.51
2016-01-22,Bank credit NHS PROF 75219,Bank credit NHS PROF 75219,,300.13,1570.64
2016-01-22,Contactless Payment,DELIMARCHE ST ALBANS GB 0000,2.80,,1567.84
2016-01-23,Contactless Payment,DELIMARCHE ST ALBANS GB 0000,2.10,,1565.74
2016-01-23,Visa purchase NETFLIX.COM,NETFLIX.COM 0800 096 6380 NL 0000,5.99,,1559.75
2016-01-23,Visa purchase,SHELL DACORUM HEMEL HEMPSTE GB 0000,10.01,,1549.74
2016-01-25,Visa purchase,SAINSBURY'S S/MKT APSLEY MILLS GB 0000,52.21,,1497.53
2016-01-28,Contactless Payment,DELIMARCHE ST ALBANS GB 0000,2.80,,1494.73
2016-01-28,Visa purchase,ASDA STORES LTD HEMEL HEMPSTE GB 0000,8.46,,1486.27
2016-01-29,Bank credit NHS PROF 75219,Bank credit NHS PROF 75219,,263.28,1749.55
2016-01-29,Direct debit SPECSAVERS FINANCE,SPECSAVERS FINANCE,13.00,,1736.55
2016-01-29,Contactless Payment,DELIMARCHE ST ALBANS GB 0000,2.80,,1733.75
2016-01-29,Visa purchase,ASDA STORES LTD HEMEL HEMPSTE GB 0000,10.81,,1722.94
2016-02-01,Direct debit VIRGIN MONEY,VIRGIN MONEY,50.00,,1672.94
2016-02-02,Contactless Payment,DELIMARCHE ST ALBANS GB 0000,2.80,,1670.14
2016-02-02,Visa purchase,ASDA STORES LTD HEMEL HEMPSTE GB 0000,7.66,,1662.48
2016-02-03,ATM Withdrawal RBS,ATM Withdrawal RBS,70.00,,1592.48
2016-02-03,Contactless Payment,DELIMARCHE ST ALBANS GB 0000,1.50,,1590.98
2016-02-03,Contactless Payment,DELIMARCHE ST ALBANS GB 0000,2.80,,1588.18
2016-02-04,Contactless Payment,DELIMARCHE ST ALBANS GB 0000,2.80,,1585.38
2016-02-04,Visa purchase,Amazon UK Marketplace 800-279-6620 LU 0000,4.24,,1581.14
2016-02-04,Visa purchase,Amazon UK Retail AMAZON.CO.UK LU 0000,9.99,,1571.15
2016-02-04,Visa purchase,Amazon UK Retail AMAZON.CO.UK LU 0000,14.99,,1556.16
2016-02-05,Bank credit NHS PROF 75219,Bank credit NHS PROF 75219,,257.98,1814.14
2016-02-05,Contactless Payment,DELIMARCHE ST ALBANS GB 0000,2.80,,1811.34
2016-02-05,Visa purchase,ASDA STORES LTD HEMEL HEMPSTE GB 0000,12.65,,1798.69
2016-02-06,Contactless Payment,DELIMARCHE ST ALBANS GB 0000,3.20,,1795.49
2016-02-06,Visa purchase,Amazon UK Marketplace 800-279-6620 LU 0000,9.95,,1785.54
2016-02-06,Visa purchase,Amazon UK Retail AMAZON.CO.UK LU 0000,28.43,,1757.11
2016-02-09,Contactless Payment,DELIMARCHE ST ALBANS GB 0000,2.80,,1754.31
2016-02-09,Visa purchase,MARKS & SPENCER HEMEL HEMP GB 0000,9.50,,1744.81
2016-02-09,Visa purchase,TESCO STORES 6446 HEMEL HEMPSTE GB 0000,10.25,,1734.56
2016-02-10,Contactless Payment,DELIMARCHE ST ALBANS GB 0000,2.70,,1731.86
2016-02-11,Contactless Payment,DELIMARCHE ST ALBANS GB 0000,2.80,,1729.06
2016-02-12,Bank credit NHS PROF 75219,Bank credit NHS PROF 75219,,300.17,2029.23
2016-02-12,Contactless Payment,DELIMARCHE ST ALBANS GB 0000,2.49,,2026.74
2016-02-12,Contactless Payment,DELIMARCHE ST ALBANS GB 0000,2.80,,2023.94
2016-02-12,Visa purchase,ASDA STORES LTD HEMEL HEMPSTE GB 0000,12.14,,2011.80
2016-02-13,Contactless Payment,DELIMARCHE ST ALBANS GB 0000,2.80,,2009.00
2016-02-15,Direct debit VIRGIN MEDIA PYMTS,VIRGIN MEDIA PYMTS,38.99,,1970.01
2016-02-15,Visa purchase,Amazon UK Marketplace 800-279-6620 LU 0000,5.20,,1964.81
2016-02-15,Visa purchase,Amazon UK Retail AMAZON.CO.UK LU 0000,5.99,,1958.82
2016-02-15,Visa purchase,Amazon UK Marketplace 800-279-6620 LU 0000,10.54,,1948.28
2016-02-15,Visa purchase,Amazon UK Marketplace 800-279-6620 LU 0000,2.74,,1945.54
2016-02-15,Visa purchase,EMPIRE CINEMAS HEMEL HEMPSTE GB 0000,7.30,,1938.24
2016-02-16,Contactless Payment,DELIMARCHE ST ALBANS GB 0000,2.80,,1935.44
2016-02-16,Visa purchase,ALDI 775 88 HEMEL HEMPSTE GB 0000,5.23,,1930.21
2016-02-16,Visa purchase,Amazon UK Retail AMAZON.CO.UK LU 0000,117.51,,1812.70
2016-02-17,Direct debit EE & T-MOBILE,EE & T-MOBILE,29.03,,1783.67
2016-02-17,Contactless Payment,DELIMARCHE ST ALBANS GB 0000,2.80,,1780.87
2016-02-17,Visa purchase,618561587 1 1 618561587 1 1 CH 0000,115.71,,1665.16
2016-02-18,Visa purchase,DACORUM INTERNET HEMEL HEMPSTE GB 0000,367.19,,1297.97
2016-02-18,Contactless Payment,DELIMARCHE ST ALBANS GB 0000,2.80,,1295.17
2016-02-19,Bank credit NHS PROF 75219,Bank credit NHS PROF 75219,,217.96,1513.13
2016-02-19,Contactless Payment,DELIMARCHE ST ALBANS GB 0000,2.80,,1510.33
2016-02-19,Contactless Payment,MARKS & SPENCER HEMEL HEMP GB 0000,11.35,,1498.98
2016-02-19,Visa purchase,MARKS & SPENCER HEMEL HEMP GB 0000,29.55,,1469.43
2016-02-20,ATM Withdrawal LINK,ATM Withdrawal LINK,30.00,,1439.43
2016-02-20,Contactless Payment,DELIMARCHE ST ALBANS GB 0000,2.80,,1436.63
2016-02-20,Visa purchase,GOOGLE *Glitch Games GOOGLE.COM/CH GB 0000,3.15,,1433.48
2016-02-20,Contactless Payment,ALDI 775 88 HEMEL HEMPSTE GB 0000,28.53,,1404.95
2016-02-22,Visa Credit,MARKS & SPENCER HEMEL HEMP GB,,29.50,1434.45
2016-02-22,Visa purchase,M&S E COMMERCE ..... GB 0000,15.60,,1418.85
2016-02-22,Contactless Payment,WAITROSE 223 BERKHAMSTED GB 0000,22.04,,1396.81
2016-02-22,Visa purchase,M&S E COMMERCE ..... GB 0000,22.50,,1374.31
2016-02-22,Visa purchase,GOOGLE *SnoreLab GOOGLE.COM/CH GB 0000,3.00,,1371.31
2016-02-22,Visa purchase,GOOGLE *Glitch Games GOOGLE.COM/CH GB 0000,4.79,,1366.52
2016-02-22,Visa purchase,ASDA STORES LTD HEMEL HEMPSTE GB 0000,9.62,,1356.90
2016-02-23,Visa purchase NETFLIX.COM,NETFLIX.COM 0800 096 6380 NL 0000,5.99,,1350.91
2016-02-23,Visa purchase,Amazon UK Retail AMAZON.CO.UK LU 0000,16.98,,1333.93
2016-02-26,Bank credit NHS PROF 75219,Bank credit NHS PROF 75219,,287.65,1621.58
2016-02-26,Visa purchase,BESTSNUS.COM STOCKHOLM SE 36.900000 EUR at 1.26111 0000,29.26,,1592.32
2016-02-26,Non-Sterling transaction fee,Non-Sterling transaction fee,0.59,,1591.73
2016-02-26,Visa purchase,ASDA STORES LTD HEMEL HEMPSTE GB 0000,8.71,,1583.02
2016-02-27,Contactless Payment,DELIMARCHE ST ALBANS GB 0000,3.85,,1579.17
2016-02-29,Direct debit SPECSAVERS FINANCE,SPECSAVERS FINANCE,13.00,,1566.17
2016-02-29,Visa Credit,Amazon UK Retail AMAZON.CO.UK LU,,169.95,1736.12
2016-02-29,Contactless Payment,TESCO STORES 3343 WARNERS END GB 0000,13.20,,1722.92
2016-02-29,Visa purchase,Amazon UK Retail AMAZON.CO.UK LU 0000,169.95,,1552.97
2016-02-29,Visa purchase,Amazon UK Marketplace 800-279-6620 LU 0000,185.00,,1367.97
2016-03-01,Direct debit VIRGIN MONEY,VIRGIN MONEY,50.00,,1317.97
2016-03-01,Visa purchase,DELIMARCHE ST ALBANS GB 0000,2.80,,1315.17
2016-03-01,Visa purchase,Amazon UK Marketplace 800-279-6620 LU 0000,5.29,,1309.88
2016-03-01,Visa purchase,ASDA STORES LTD HEMEL HEMPSTE GB 0000,7.52,,1302.36
2016-03-01,Visa purchase,Amazon UK Retail AMAZON.CO.UK LU 0000,18.95,,1283.41
2016-03-02,ATM Withdrawal RBS,ATM Withdrawal RBS,5.00,,1278.41
2016-03-02,Contactless Payment,DELIMARCHE ST ALBANS GB 0000,2.80,,1275.61
2016-03-02,Visa purchase,CLINTONS 194 HEMEL HEMPSTE GB 0000,3.05,,1272.56
2016-03-02,Contactless Payment,CEX HEMEL HEMPSTEAD HEMEL HEMPSTE GB 0000,25.00,,1247.56
2016-03-03,Contactless Payment,DELIMARCHE ST ALBANS GB 0000,2.80,,1244.76
2016-03-03,Visa purchase,ASDA STORES LTD HEMEL HEMPSTE GB 0000,16.83,,1227.93
2016-03-04,Bank credit NHS PROF 75219,Bank credit NHS PROF 75219,,229.59,1457.52
2016-03-04,ATM Withdrawal RBS,ATM Withdrawal RBS,10.00,,1447.52
2016-03-04,Contactless Payment,DELIMARCHE ST ALBANS GB 0000,2.80,,1444.72
2016-03-05,Visa purchase,NEW AKASH BERKHAMSTED GB 0000,30.00,,1414.72
2016-03-07,Visa purchase,FRANKIE & BENNYS WATFORD GB 0000,40.00,,1374.72
2016-03-07,Visa purchase,Amazon UK Retail AMAZON.CO.UK LU 0000,19.95,,1354.77
2016-03-08,Visa purchase,Amazon UK Retail AMAZON.CO.UK LU 0000,4.89,,1349.88
2016-03-08,Visa purchase,Amazon UK Marketplace 800-279-6620 LU 0000,6.74,,1343.14
2016-03-08,Visa purchase,Amazon UK Retail AMAZON.CO.UK LU 0000,9.99,,1333.15
2016-03-08,Visa purchase,ASDA STORES LTD HEMEL HEMPSTE GB 0000,12.51,,1320.64
2016-03-08,Visa purchase,Amazon Digital Video amazon.co.uk/ LU 0000,19.99,,1300.65
2016-03-08,Visa purchase,Amazon UK Marketplace 800-279-6620 LU 0000,24.99,,1275.66
2016-03-09,Contactless Payment,DELIMARCHE ST ALBANS GB 0000,2.80,,1272.86
2016-03-09,Payment to,LAURA STIVEY,5.00,,1267.86
2016-03-10,Contactless Payment,DELIMARCHE ST ALBANS GB 0000,2.80,,1265.06
2016-03-10,Visa purchase,Amazon UK Marketplace 800-279-6620 LU 0000,5.89,,1259.17
2016-03-10,Visa purchase,Amazon UK Marketplace 800-279-6620 LU 0000,9.99,,1249.18
2016-03-10,Visa purchase,POST OFFICE COUNTER HEMEL HEMPSTE GB 0000,41.76,,1207.42
2016-03-11,Bank credit NHS PROF 75219,Bank credit NHS PROF 75219,,335.88,1543.30
2016-03-11,Contactless Payment,DELIMARCHE ST ALBANS GB 0000,2.80,,1540.50
2016-03-11,Visa purchase,Amazon UK Retail AMAZON.CO.UK LU 0000,5.08,,1535.42
2016-03-12,Visa purchase,SHELL REDBOURN 006 ST ALBANS GB 0000,34.21,,1501.21
2016-03-14,ATM Withdrawal LINK,Withdrawal 13 March 2016,10.00,,1491.21
2016-03-14,Direct debit VIRGIN MEDIA PYMTS,VIRGIN MEDIA PYMTS,41.98,,1449.23
2016-03-14,Contactless Payment,RED SQUIRREL BREWING C BERKHAMSTED H GB 0000,2.80,,1446.43
2016-03-14,Contactless Payment,KINGS ARMS HOTEL BERKHAMSTED GB 0000,13.60,,1432.83
2016-03-14,Visa purchase,ARRIVA PASSENGER INTERNET GB 0000,6.10,,1426.73
2016-03-15,Visa purchase,ASDA STORES LTD HEMEL HEMPSTE GB 0000,11.99,,1414.74
2016-03-16,ATM Withdrawal RBS,ATM Withdrawal RBS,10.00,,1404.74
2016-03-16,Contactless Payment,CEX HEMEL HEMPSTEAD HEMEL HEMPSTE GB 0000,15.00,,1389.74
2016-03-17,Direct debit EE & T-MOBILE,EE & T-MOBILE,47.31,,1342.43
2016-03-17,Visa purchase,ARRIVA PASSENGER INTERNET GB 0000,5.49,,1336.94
2016-03-17,Visa purchase,ASDA STORES LTD HEMEL HEMPSTE GB 0000,10.61,,1326.33
2016-03-18,Bank credit NHS PROF 75219,Bank credit NHS PROF 75219,,40.80,1367.13
2016-03-18,Contactless Payment,DELIMARCHE ST ALBANS GB 0000,2.80,,1364.33
2016-03-19,Contactless Payment,DELIMARCHE ST ALBANS GB 0000,2.90,,1361.43
2016-03-19,Contactless Payment,ALDI 775 88 HEMEL HEMPSTE GB 0000,22.67,,1338.76
2016-03-22,Contactless Payment,DELIMARCHE ST ALBANS GB 0000,2.80,,1335.96
2016-03-22,Visa purchase,ASDA STORES LTD HEMEL HEMPSTE GB 0000,7.79,,1328.17
2016-03-23,Contactless Payment,DELIMARCHE ST ALBANS GB 0000,2.80,,1325.37
2016-03-23,Visa purchase NETFLIX.COM,NETFLIX.COM 0800 096 6380 NL 0000,5.99,,1319.38
2016-03-24,Bank credit NHS PROF 75219,Bank credit NHS PROF 75219,,441.57,1760.95
2016-03-24,Contactless Payment,DELIMARCHE ST ALBANS GB 0000,2.80,,1758.15
2016-03-25,Contactless Payment,DELIMARCHE ST ALBANS GB 0000,2.80,,1755.35
2016-03-25,Visa purchase,ARRIVA PASSENGER INTERNET GB 0000,6.10,,1749.25
2016-03-25,Visa purchase,ASDA STORES LTD HEMEL HEMPSTE GB 0000,11.00,,1738.25
2016-03-25,ATM Withdrawal LINK,ATM Withdrawal LINK,30.00,,1708.25
2016-03-28,Visa purchase,BROWNS MILTON KEYNES GB 0000,26.00,,1682.25
2016-03-29,Direct debit SPECSAVERS FINANCE,SPECSAVERS FINANCE,13.00,,1669.25
2016-03-29,ATM Withdrawal LINK,ATM Withdrawal LINK,100.00,,1569.25
2016-03-30,Visa purchase,PRIMARK HEMEL HEMPSTE GB 0000,14.60,,1554.65
2016-03-31,Contactless Payment,ALDI 775 88 HEMEL HEMPSTE GB 0000,5.28,,1549.37
2016-04-01,Bank credit NHS PROF 75219,Bank credit NHS PROF 75219,,222.07,1771.44
2016-04-01,Direct debit VIRGIN MONEY,VIRGIN MONEY,50.00,,1721.44
2016-04-01,Contactless Payment,DELIMARCHE ST ALBANS GB 0000,2.89,,1718.55
2016-04-02,Contactless Payment,DELIMARCHE ST ALBANS GB 0000,2.80,,1715.75
2016-04-02,Visa purchase,Amazon UK Marketplace 800-279-6620 LU 0000,5.48,,1710.27
2016-04-02,ATM Withdrawal LINK,ATM Withdrawal LINK,70.00,,1640.27
2016-04-04,Visa purchase,ASDA STORES LTD HEMEL HEMPSTE GB 0000,5.53,,1634.74
2016-04-04,Visa purchase,ARRIVA PASSENGER INTERNET GB 0000,5.49,,1629.25
2016-04-04,Visa purchase,TESCO STORES 2663 HEMEL HEMPSTE GB 0000,10.60,,1618.65
2016-04-07,Visa purchase,Amazon UK Marketplace 800-279-6620 LU 0000,6.23,,1612.42
2016-04-07,Visa purchase,ASDA STORES LTD HEMEL HEMPSTE GB 0000,11.35,,1601.07
2016-04-08,Contactless Payment,DELIMARCHE ST ALBANS GB 0000,3.75,,1597.32
2016-04-08,Visa purchase,ARRIVA PASSENGER INTERNET GB 0000,5.49,,1591.83
2016-04-11,Contactless Payment,PP*BERKOCRICKETCLUB DUNSTABLE GB 0000,18.70,,1573.13
2016-04-12,Visa purchase,ARRIVA PASSENGER INTERNET GB 0000,5.49,,1567.64
2016-04-12,Contactless Payment,DELIMARCHE ST ALBANS GB 0000,6.24,,1561.40
2016-04-12,Visa purchase,ASDA STORES LTD HEMEL HEMPSTE GB 0000,15.34,,1546.06
2016-04-12,Visa purchase,Amazon UK Marketplace 800-279-6620 LU 0000,19.99,,1526.07
2016-04-12,Visa purchase,Amazon UK Retail AMAZON.CO.UK LU 0000,51.99,,1474.08
2016-04-13,Contactless Payment,DELIMARCHE ST ALBANS GB 0000,4.34,,1469.74
2016-04-13,Visa purchase,Amazon UK Retail AMAZON.CO.UK LU 0000,9.95,,1459.79
2016-04-13,Visa purchase,Amazon UK Retail AMAZON.CO.UK LU 0000,14.81,,1444.98
2016-04-14,Direct debit VIRGIN MEDIA PYMTS,VIRGIN MEDIA PYMTS,41.98,,1403.00
2016-04-14,Contactless Payment,ICELAND HEMEL HEMPSTE GB 0000,4.00,,1399.00
2016-04-14,Visa purchase,Amazon UK Marketplace 800-279-6620 LU 0000,10.00,,1389.00
2016-04-14,Visa purchase,Amazon UK Marketplace 800-279-6620 LU 0000,16.99,,1372.01
2016-04-14,Visa purchase,Amazon UK Retail AMAZON.CO.UK LU 0000,20.00,,1352.01
2016-04-14,Visa purchase,TESCO STORE 2825 LEIGHTON BUZZ GB 0000,41.91,,1310.10
2016-04-15,Contactless Payment,DELIMARCHE ST ALBANS GB 0000,3.39,,1306.71
2016-04-15,Visa purchase,ARRIVA PASSENGER INTERNET GB 0000,5.49,,1301.22
2016-04-15,Visa purchase,ASDA STORES LTD HEMEL HEMPSTE GB 0000,10.40,,1290.82
2016-04-15,Visa purchase,Amazon UK Marketplace 800-279-6620 LU 0000,13.95,,1276.87
2016-04-16,Contactless Payment,DELIMARCHE ST ALBANS GB 0000,0.79,,1276.08
2016-04-18,Direct debit EE & T-MOBILE,EE & T-MOBILE,38.59,,1237.49
2016-04-18,Visa purchase,ASDA STORES LTD HEMEL HEMPSTE GB 0000,6.89,,1230.60
2016-04-18,Visa purchase,PRIMARK HEMEL HEMPSTE GB 0000,24.00,,1206.60
2016-04-19,Contactless Payment,DELIMARCHE ST ALBANS GB 0000,2.89,,1203.71
2016-04-19,Visa purchase,ARRIVA PASSENGER INTERNET GB 0000,5.49,,1198.22
2016-04-19,Visa purchase,ASDA STORES LTD HEMEL HEMPSTE GB 0000,10.79,,1187.43
2016-04-20,Contactless Payment,DELIMARCHE ST ALBANS GB 0000,1.70,,1185.73
2016-04-20,Contactless Payment,DELIMARCHE ST ALBANS GB 0000,2.89,,1182.84
2016-04-22,Bank credit NHS PROF 75219,Bank credit NHS PROF 75219,,710.34,1893.18
2016-04-22,Contactless Payment,DELIMARCHE ST ALBANS GB 0000,3.75,,1889.43
2016-04-22,Visa purchase,ARRIVA PASSENGER INTERNET GB 0000,5.49,,1883.94
2016-04-22,Visa purchase,ASDA STORES LTD HEMEL HEMPSTE GB 0000,7.06,,1876.88
2016-04-22,Contactless Payment,DELIMARCHE ST ALBANS GB 0000,2.89,,1873.99
2016-04-22,Visa purchase,ARRIVA PASSENGER INTERNET GB 0000,5.49,,1868.50
2016-04-22,Visa purchase,ASDA STORES LTD HEMEL HEMPSTE GB 0000,9.69,,1858.81
2016-04-23,Contactless Payment,DELIMARCHE ST ALBANS GB 0000,3.75,,1855.06
2016-04-23,Visa purchase NETFLIX.COM,NETFLIX.COM 0800 096 6380 NL 0000,5.99,,1849.07
2016-04-26,Contactless Payment,DELIMARCHE ST ALBANS GB 0000,2.89,,1846.18
2016-04-26,Visa purchase,ARRIVA PASSENGER INTERNET GB 0000,5.49,,1840.69
2016-04-26,Visa purchase,ASDA STORES LTD HEMEL HEMPSTE GB 0000,19.96,,1820.73
2016-04-27,Contactless Payment,DELIMARCHE ST ALBANS GB 0000,2.89,,1817.84
2016-04-28,Contactless Payment,DELIMARCHE ST ALBANS GB 0000,2.89,,1814.95
2016-04-28,Visa purchase,ASDA STORES LTD HEMEL HEMPSTE GB 0000,17.92,,1797.03
2016-04-29,Bank credit NHS PROF 75219,Bank credit NHS PROF 75219,,216.18,2013.21
2016-04-29,Direct debit SPECSAVERS FINANCE,SPECSAVERS FINANCE,13.00,,2000.21
2016-04-29,Contactless Payment,DELIMARCHE ST ALBANS GB 0000,2.89,,1997.32
2016-04-29,Visa purchase,ARRIVA PASSENGER INTERNET GB 0000,5.49,,1991.83
2016-04-29,Contactless Payment,ICELAND HEMEL HEMPSTE GB 0000,19.05,,1972.78
2016-04-30,Contactless Payment,DELIMARCHE ST ALBANS GB 0000,1.70,,1971.08
2016-04-30,Contactless Payment,DELIMARCHE ST ALBANS GB 0000,2.89,,1968.19
2016-04-30,Contactless Payment,ALDI 775 88 HEMEL HEMPSTE GB 0000,27.24,,1940.95
2016-05-02,Contactless Payment,TESCO STORES 3343 HEMEL HEMPSTE GB 0000,5.90,,1935.05
2016-05-03,Direct debit VIRGIN MONEY,VIRGIN MONEY,50.00,,1885.05
2016-05-03,Visa purchase,ITUNES.COM/BILL ITUNES.COM LU 0000,25.99,,1859.06
2016-05-05,Visa purchase,ARRIVA PASSENGER INTERNET GB,5.49,,1853.57
2016-05-05,Visa purchase,Amazon UK Retail AMAZON.CO.UK LU,6.42,,1847.15
2016-05-05,Visa purchase,ASDA STORES LTD HEMEL HEMPSTE GB,19.80,,1827.35
2016-05-06,Bank credit NHS PROF 75219,Bank credit NHS PROF 75219,,259.02,2086.37
2016-05-06,Visa purchase,ARRIVA PASSENGER INTERNET GB,5.49,,2080.88
2016-05-07,Contactless Payment,DELIMARCHE ST ALBANS GB,3.75,,2077.13
2016-05-07,Contactless Payment,ALDI 775 88 HEMEL HEMPSTE GB,18.03,,2059.10
2016-05-09,Visa purchase,TESCO STORES 2663 HEMEL HEMPSTE GB,1.50,,2057.60
2016-05-09,Contactless Payment,TESCO STORES 3343 WARNERS END GB,4.47,,2053.13
2016-05-09,Visa purchase,Amazon UK Retail AMAZON.CO.UK LU,11.73,,2041.40
2016-05-09,Visa purchase,ITUNES.COM/BILL ITUNES.COM LU,22.99,,2018.41
2016-05-10,Payment to,PAUL ROSE,15.00,,2003.41
2016-05-10,Contactless Payment,DELIMARCHE ST ALBANS GB,2.89,,2000.52
2016-05-10,Visa purchase,Amazon UK Retail AMAZON.CO.UK LU,42.00,,1958.52
2016-05-11,Contactless Payment,DELIMARCHE ST ALBANS GB,2.89,,1955.63
2016-05-11,Visa purchase,GOOGLE *UDEMY INC g.co/payhelp# GB,15.64,,1939.99
2016-05-12,Contactless Payment,DELIMARCHE ST ALBANS GB,2.89,,1937.10
2016-05-12,Visa purchase,ARRIVA PASSENGER INTERNET GB,5.49,,1931.61
2016-05-12,Visa purchase,ASDA STORES LTD HEMEL HEMPSTE GB,13.12,,1918.49
2016-05-13,Bank credit NHS PROF 75219,Bank credit NHS PROF 75219,,217.90,2136.39
2016-05-13,Visa purchase,ASDA STORES LTD HEMEL HEMPSTE GB,22.84,,2113.55
2016-05-14,ATM Withdrawal LINK,ATM Withdrawal LINK,30.00,,2083.55
2016-05-16,ATM Withdrawal LINK,Withdrawal 14 May 2016,20.00,,2063.55
2016-05-16,Direct debit VIRGIN MEDIA PYMTS,VIRGIN MEDIA PYMTS,44.74,,2018.81
2016-05-16,Visa purchase,ESSO HALL PARK SS HERTFORDSHIRE GB,10.00,,2008.81
2016-05-17,Direct debit EE & T-MOBILE,EE & T-MOBILE,39.39,,1969.42
2016-05-17,Visa purchase,ASDA STORES LTD HEMEL HEMPSTE GB,42.50,,1926.92
2016-05-18,Contactless Payment,DELIMARCHE ST ALBANS GB,2.89,,1924.03
2016-05-19,Contactless Payment,DELIMARCHE ST ALBANS GB,2.89,,1921.14
2016-05-19,Visa purchase,ARRIVA PASSENGER INTERNET GB,6.10,,1915.04
2016-05-19,Visa purchase,ASDA STORES LTD HEMEL HEMPSTE GB,6.32,,1908.72
2016-05-20,Bank credit NHS PROF 75219,Bank credit NHS PROF 75219,,258.51,2167.23
2016-05-20,Contactless Payment,DELIMARCHE ST ALBANS GB,2.89,,2164.34
2016-05-20,Visa purchase,ARRIVA PASSENGER INTERNET GB,6.10,,2158.24
2016-05-20,Visa purchase,ASDA STORES LTD HEMEL HEMPSTE GB,28.47,,2129.77
2016-05-21,Contactless Payment,DELIMARCHE ST ALBANS GB,2.89,,2126.88
